Column1,EORA_a3,Country,Year,CODE,SHORTNAME,GROUP,META_ID,name,Global.Region,Continent
1260,GRC,Greece,2016,4,AMR Surveillance System (Animals and Foods),Monitoring and Surveillance,91,Greece,Western Europe,Europe
1261,GRC,Greece,2016,3,One Health Arrangements,General,91,Greece,Western Europe,Europe
1262,GRC,Greece,2016,1,NAP progress,General,91,Greece,Western Europe,Europe
1263,GRC,Greece,2016,0,NAP published,General,91,Greece,Western Europe,Europe
1264,GRC,Greece,2016,4,AMR Awareness (Human Health),Awareness and Education,91,Greece,Western Europe,Europe
1265,GRC,Greece,2016,3,AMR Awareness (Animal Health and Food Prod),Awareness and Education,91,Greece,Western Europe,Europe
1266,GRC,Greece,2016,3,AMR Training (Human Health),Awareness and Education,91,Greece,Western Europe,Europe
1267,GRC,Greece,2016,4,AMR Training (Animal Health and Food Prod),Awareness and Education,91,Greece,Western Europe,Europe
1268,GRC,Greece,2016,3,Veterinary Services,General,91,Greece,Western Europe,Europe
1269,GRC,Greece,2016,2,Monitoring System for AMU (Human Health),Monitoring and Surveillance,91,Greece,Western Europe,Europe
1270,GRC,Greece,2016,3,Monitoring System for AMU (Animals and Crop),Monitoring and Surveillance,91,Greece,Western Europe,Europe
1271,GRC,Greece,2016,3,AMR Surveillance System (Humans),Monitoring and Surveillance,91,Greece,Western Europe,Europe
1272,GRC,Greece,2016,3,AMS and Regulation (Human),Regulation,91,Greece,Western Europe,Europe
1273,GRC,Greece,2016,4,AMS and Regulation (Ani&Crop),Regulation,91,Greece,Western Europe,Europe
1274,GRC,Greece,2016,2,Contamination Prevention,Regulation,91,Greece,Western Europe,Europe
1275,GRC,Greece,2016,3,IPC,Prevention,91,Greece,Western Europe,Europe
1276,GRC,Greece,2016,2,AMU Prevention,Prevention,91,Greece,Western Europe,Europe
1287,GTM,Guatemala,2016,0,IPC,Prevention,96,Guatemala,Latin America,South and Central America
1297,GTM,Guatemala,2016,0,AMS and Regulation (Human),Regulation,96,Guatemala,Latin America,South and Central America
1300,GTM,Guatemala,2016,1,AMR Surveillance System (Humans),Monitoring and Surveillance,96,Guatemala,Latin America,South and Central America
1302,GTM,Guatemala,2016,1,AMR Awareness (Human Health),Awareness and Education,96,Guatemala,Latin America,South and Central America
1304,GTM,Guatemala,2016,1,NAP progress,General,96,Guatemala,Latin America,South and Central America
1305,GTM,Guatemala,2016,0,NAP published,General,96,Guatemala,Latin America,South and Central America
1308,GTM,Guatemala,2016,1,AMR Training (Human Health),Awareness and Education,96,Guatemala,Latin America,South and Central America
1310,GTM,Guatemala,2016,0,Monitoring System for AMU (Human Health),Monitoring and Surveillance,96,Guatemala,Latin America,South and Central America
1316,GUY,Guyana,2016,0,One Health Arrangements,General,100,Guyana,Latin America,Africa
1317,GUY,Guyana,2016,1,NAP progress,General,100,Guyana,Latin America,Africa
1318,GUY,Guyana,2016,0,NAP published,General,100,Guyana,Latin America,Africa
1319,GUY,Guyana,2016,1,AMR Awareness (Human Health),Awareness and Education,100,Guyana,Latin America,Africa
1320,GUY,Guyana,2016,1,AMR Awareness (Animal Health and Food Prod),Awareness and Education,100,Guyana,Latin America,Africa
1321,GUY,Guyana,2016,1,AMR Training (Human Health),Awareness and Education,100,Guyana,Latin America,Africa
1324,GUY,Guyana,2016,0,AMS and Regulation (Human),Regulation,100,Guyana,Latin America,Africa
1325,GUY,Guyana,2016,0,AMS and Regulation (Ani&Crop),Regulation,100,Guyana,Latin America,Africa
1326,GUY,Guyana,2016,1,Contamination Prevention,Regulation,100,Guyana,Latin America,Africa
1327,GUY,Guyana,2016,0,AMR Surveillance System (Animals and Foods),Monitoring and Surveillance,100,Guyana,Latin America,Africa
1328,GUY,Guyana,2016,2,IPC,Prevention,100,Guyana,Latin America,Africa
1329,GUY,Guyana,2016,0,AMU Prevention,Prevention,100,Guyana,Latin America,Africa
1334,GUY,Guyana,2016,0,Monitoring System for AMU (Animals and Crop),Monitoring and Surveillance,100,Guyana,Latin America,Africa
1335,GUY,Guyana,2016,1,AMR Training (Animal Health and Food Prod),Awareness and Education,100,Guyana,Latin America,Africa
1336,GUY,Guyana,2016,1,Veterinary Services,General,100,Guyana,Latin America,Africa
1337,GUY,Guyana,2016,0,Monitoring System for AMU (Human Health),Monitoring and Surveillance,100,Guyana,Latin America,Africa
1338,GUY,Guyana,2016,1,AMR Surveillance System (Humans),Monitoring and Surveillance,100,Guyana,Latin America,Africa
1342,HRV,Croatia,2016,3,AMR Surveillance System (Humans),Monitoring and Surveillance,53,Croatia,Other Europe,Europe
1343,HRV,Croatia,2016,2,AMR Surveillance System (Animals and Foods),Monitoring and Surveillance,53,Croatia,Other Europe,Europe
1344,HRV,Croatia,2016,3,IPC,Prevention,53,Croatia,Other Europe,Europe
1345,HRV,Croatia,2016,2,One Health Arrangements,General,53,Croatia,Other Europe,Europe
1346,HRV,Croatia,2016,1,NAP progress,General,53,Croatia,Other Europe,Europe
1347,HRV,Croatia,2016,0,NAP published,General,53,Croatia,Other Europe,Europe
1348,HRV,Croatia,2016,2,AMR Awareness (Human Health),Awareness and Education,53,Croatia,Other Europe,Europe
1349,HRV,Croatia,2016,1,AMR Awareness (Animal Health and Food Prod),Awareness and Education,53,Croatia,Other Europe,Europe
1350,HRV,Croatia,2016,2,AMR Training (Human Health),Awareness and Education,53,Croatia,Other Europe,Europe
1351,HRV,Croatia,2016,1,AMR Training (Animal Health and Food Prod),Awareness and Education,53,Croatia,Other Europe,Europe
1352,HRV,Croatia,2016,1,Veterinary Services,General,53,Croatia,Other Europe,Europe
1353,HRV,Croatia,2016,2,Monitoring System for AMU (Human Health),Monitoring and Surveillance,53,Croatia,Other Europe,Europe
1354,HRV,Croatia,2016,1,Monitoring System for AMU (Animals and Crop),Monitoring and Surveillance,53,Croatia,Other Europe,Europe
1355,HRV,Croatia,2016,4,AMS and Regulation (Ani&Crop),Regulation,53,Croatia,Other Europe,Europe
1358,HRV,Croatia,2016,0,AMU Prevention,Prevention,53,Croatia,Other Europe,Europe
1365,HRV,Croatia,2016,3,AMS and Regulation (Human),Regulation,53,Croatia,Other Europe,Europe
1366,HTI,Haiti,2016,2,Veterinary Services,General,101,Haiti,North America,North America and Caribbean
1367,HTI,Haiti,2016,0,One Health Arrangements,General,101,Haiti,North America,North America and Caribbean
1368,HTI,Haiti,2016,0,NAP progress,General,101,Haiti,North America,North America and Caribbean
1369,HTI,Haiti,2016,0,NAP published,General,101,Haiti,North America,North America and Caribbean
1370,HTI,Haiti,2016,1,AMR Awareness (Human Health),Awareness and Education,101,Haiti,North America,North America and Caribbean
1371,HTI,Haiti,2016,1,AMR Awareness (Animal Health and Food Prod),Awareness and Education,101,Haiti,North America,North America and Caribbean
1372,HTI,Haiti,2016,4,AMR Training (Human Health),Awareness and Education,101,Haiti,North America,North America and Caribbean
1373,HTI,Haiti,2016,1,AMR Training (Animal Health and Food Prod),Awareness and Education,101,Haiti,North America,North America and Caribbean
1377,HTI,Haiti,2016,0,Monitoring System for AMU (Human Health),Monitoring and Surveillance,101,Haiti,North America,North America and Caribbean
1378,HTI,Haiti,2016,2,Monitoring System for AMU (Animals and Crop),Monitoring and Surveillance,101,Haiti,North America,North America and Caribbean
1379,HTI,Haiti,2016,0,AMR Surveillance System (Humans),Monitoring and Surveillance,101,Haiti,North America,North America and Caribbean
1380,HTI,Haiti,2016,0,AMR Surveillance System (Animals and Foods),Monitoring and Surveillance,101,Haiti,North America,North America and Caribbean
1381,HTI,Haiti,2016,3,IPC,Prevention,101,Haiti,North America,North America and Caribbean
1382,HTI,Haiti,2016,2,AMU Prevention,Prevention,101,Haiti,North America,North America and Caribbean
1387,HTI,Haiti,2016,1,AMS and Regulation (Human),Regulation,101,Haiti,North America,North America and Caribbean
1388,HTI,Haiti,2016,0,AMS and Regulation (Ani&Crop),Regulation,101,Haiti,North America,North America and Caribbean
1389,HTI,Haiti,2016,0,Contamination Prevention,Regulation,101,Haiti,North America,North America and Caribbean
1391,HUN,Hungary,2016,2,Monitoring System for AMU (Human Health),Monitoring and Surveillance,104,Hungary,Western Europe,Europe
1392,HUN,Hungary,2016,3,Monitoring System for AMU (Animals and Crop),Monitoring and Surveillance,104,Hungary,Western Europe,Europe
1393,HUN,Hungary,2016,3,AMR Surveillance System (Humans),Monitoring and Surveillance,104,Hungary,Western Europe,Europe
1401,HUN,Hungary,2016,0,AMS and Regulation (Human),Regulation,104,Hungary,Western Europe,Europe
1402,HUN,Hungary,2016,3,AMS and Regulation (Ani&Crop),Regulation,104,Hungary,Western Europe,Europe
1403,HUN,Hungary,2016,4,AMR Surveillance System (Animals and Foods),Monitoring and Surveillance,104,Hungary,Western Europe,Europe
1404,HUN,Hungary,2016,3,IPC,Prevention,104,Hungary,Western Europe,Europe
1405,HUN,Hungary,2016,1,AMU Prevention,Prevention,104,Hungary,Western Europe,Europe
1407,HUN,Hungary,2016,1,One Health Arrangements,General,104,Hungary,Western Europe,Europe
1408,HUN,Hungary,2016,1,NAP progress,General,104,Hungary,Western Europe,Europe
1409,HUN,Hungary,2016,0,NAP published,General,104,Hungary,Western Europe,Europe
1410,HUN,Hungary,2016,1,AMR Awareness (Human Health),Awareness and Education,104,Hungary,Western Europe,Europe
1411,HUN,Hungary,2016,1,AMR Awareness (Animal Health and Food Prod),Awareness and Education,104,Hungary,Western Europe,Europe
1412,HUN,Hungary,2016,2,AMR Training (Human Health),Awareness and Education,104,Hungary,Western Europe,Europe
1413,HUN,Hungary,2016,1,AMR Training (Animal Health and Food Prod),Awareness and Education,104,Hungary,Western Europe,Europe
1414,HUN,Hungary,2016,0,Veterinary Services,General,104,Hungary,Western Europe,Europe
1415,HUN,Hungary,2016,3,Contamination Prevention,Regulation,104,Hungary,Western Europe,Europe
1418,IDN,Indonesia,2016,1,One Health Arrangements,General,107,Indonesia,Asia-Pacific,Asia
1419,IDN,Indonesia,2016,2,NAP progress,General,107,Indonesia,Asia-Pacific,Asia
1426,IDN,Indonesia,2016,2,AMS and Regulation (Human),Regulation,107,Indonesia,Asia-Pacific,Asia
1427,IDN,Indonesia,2016,2,AMS and Regulation (Ani&Crop),Regulation,107,Indonesia,Asia-Pacific,Asia
1428,IDN,Indonesia,2016,1,Contamination Prevention,Regulation,107,Indonesia,Asia-Pacific,Asia
1429,IDN,Indonesia,2016,1,AMR Surveillance System (Animals and Foods),Monitoring and Surveillance,107,Indonesia,Asia-Pacific,Asia
1430,IDN,Indonesia,2016,3,IPC,Prevention,107,Indonesia,Asia-Pacific,Asia
1431,IDN,Indonesia,2016,1,AMU Prevention,Prevention,107,Indonesia,Asia-Pacific,Asia
1432,IDN,Indonesia,2016,2,AMR Training (Human Health),Awareness and Education,107,Indonesia,Asia-Pacific,Asia
1433,IDN,Indonesia,2016,0,NAP published,General,107,Indonesia,Asia-Pacific,Asia
1434,IDN,Indonesia,2016,3,AMR Awareness (Human Health),Awareness and Education,107,Indonesia,Asia-Pacific,Asia
1435,IDN,Indonesia,2016,1,AMR Awareness (Animal Health and Food Prod),Awareness and Education,107,Indonesia,Asia-Pacific,Asia
1436,IDN,Indonesia,2016,0,Monitoring System for AMU (Animals and Crop),Monitoring and Surveillance,107,Indonesia,Asia-Pacific,Asia
1437,IDN,Indonesia,2016,1,AMR Training (Animal Health and Food Prod),Awareness and Education,107,Indonesia,Asia-Pacific,Asia
1438,IDN,Indonesia,2016,2,Veterinary Services,General,107,Indonesia,Asia-Pacific,Asia
1439,IDN,Indonesia,2016,0,Monitoring System for AMU (Human Health),Monitoring and Surveillance,107,Indonesia,Asia-Pacific,Asia
1440,IDN,Indonesia,2016,1,AMR Surveillance System (Humans),Monitoring and Surveillance,107,Indonesia,Asia-Pacific,Asia
1442,IND,India,2016,2,One Health Arrangements,General,106,India,Asia-Pacific,Asia
1443,IND,India,2016,1,AMU Prevention,Prevention,106,India,Asia-Pacific,Asia
1444,IND,India,2016,2,NAP progress,General,106,India,Asia-Pacific,Asia
1445,IND,India,2016,1,NAP published,General,106,India,Asia-Pacific,Asia
1446,IND,India,2016,2,AMR Awareness (Human Health),Awareness and Education,106,India,Asia-Pacific,Asia
1447,IND,India,2016,1,AMR Awareness (Animal Health and Food Prod),Awareness and Education,106,India,Asia-Pacific,Asia
1448,IND,India,2016,2,AMR Training (Human Health),Awareness and Education,106,India,Asia-Pacific,Asia
1449,IND,India,2016,1,AMR Training (Animal Health and Food Prod),Awareness and Education,106,India,Asia-Pacific,Asia
1450,IND,India,2016,2,Veterinary Services,General,106,India,Asia-Pacific,Asia
1451,IND,India,2016,2,Monitoring System for AMU (Human Health),Monitoring and Surveillance,106,India,Asia-Pacific,Asia
1452,IND,India,2016,0,Monitoring System for AMU (Animals and Crop),Monitoring and Surveillance,106,India,Asia-Pacific,Asia
1453,IND,India,2016,2,AMR Surveillance System (Humans),Monitoring and Surveillance,106,India,Asia-Pacific,Asia
1454,IND,India,2016,1,AMR Surveillance System (Animals and Foods),Monitoring and Surveillance,106,India,Asia-Pacific,Asia
1455,IND,India,2016,2,IPC,Prevention,106,India,Asia-Pacific,Asia
1464,IND,India,2016,2,Contamination Prevention,Regulation,106,India,Asia-Pacific,Asia
1465,IND,India,2016,2,AMS and Regulation (Human),Regulation,106,India,Asia-Pacific,Asia
1466,IND,India,2016,2,AMS and Regulation (Ani&Crop),Regulation,106,India,Asia-Pacific,Asia
1468,IRL,Ireland,2016,2,AMS and Regulation (Human),Regulation,110,Ireland,Western Europe,Europe
1469,IRL,Ireland,2016,1,One Health Arrangements,General,110,Ireland,Western Europe,Europe
1470,IRL,Ireland,2016,1,NAP progress,General,110,Ireland,Western Europe,Europe
1471,IRL,Ireland,2016,0,NAP published,General,110,Ireland,Western Europe,Europe
1472,IRL,Ireland,2016,1,AMR Awareness (Human Health),Awareness and Education,110,Ireland,Western Europe,Europe
1473,IRL,Ireland,2016,3,AMR Awareness (Animal Health and Food Prod),Awareness and Education,110,Ireland,Western Europe,Europe
1474,IRL,Ireland,2016,2,AMR Training (Human Health),Awareness and Education,110,Ireland,Western Europe,Europe
1475,IRL,Ireland,2016,1,AMR Training (Animal Health and Food Prod),Awareness and Education,110,Ireland,Western Europe,Europe
1476,IRL,Ireland,2016,4,Veterinary Services,General,110,Ireland,Western Europe,Europe
1477,IRL,Ireland,2016,2,Monitoring System for AMU (Human Health),Monitoring and Surveillance,110,Ireland,Western Europe,Europe
1478,IRL,Ireland,2016,3,AMS and Regulation (Ani&Crop),Regulation,110,Ireland,Western Europe,Europe
1479,IRL,Ireland,2016,3,Contamination Prevention,Regulation,110,Ireland,Western Europe,Europe
1480,IRL,Ireland,2016,4,AMR Surveillance System (Animals and Foods),Monitoring and Surveillance,110,Ireland,Western Europe,Europe
1481,IRL,Ireland,2016,2,IPC,Prevention,110,Ireland,Western Europe,Europe
1482,IRL,Ireland,2016,3,AMU Prevention,Prevention,110,Ireland,Western Europe,Europe
1490,IRL,Ireland,2016,3,Monitoring System for AMU (Animals and Crop),Monitoring and Surveillance,110,Ireland,Western Europe,Europe
1491,IRL,Ireland,2016,2,AMR Surveillance System (Humans),Monitoring and Surveillance,110,Ireland,Western Europe,Europe
1492,IRN,Iran (Islamic Republic of),2016,2,AMR Awareness (Human Health),Awareness and Education,108,Iran,M. East & C. Asia,Asia
1493,IRN,Iran (Islamic Republic of),2016,1,One Health Arrangements,General,108,Iran,M. East & C. Asia,Asia
1494,IRN,Iran (Islamic Republic of),2016,2,NAP progress,General,108,Iran,M. East & C. Asia,Asia
1495,IRN,Iran (Islamic Republic of),2016,0,NAP published,General,108,Iran,M. East & C. Asia,Asia
1496,IRN,Iran (Islamic Republic of),2016,1,AMU Prevention,Prevention,108,Iran,M. East & C. Asia,Asia
1500,IRN,Iran (Islamic Republic of),2016,2,AMR Awareness (Animal Health and Food Prod),Awareness and Education,108,Iran,M. East & C. Asia,Asia
1501,IRN,Iran (Islamic Republic of),2016,2,AMR Training (Human Health),Awareness and Education,108,Iran,M. East & C. Asia,Asia
1502,IRN,Iran (Islamic Republic of),2016,2,AMR Training (Animal Health and Food Prod),Awareness and Education,108,Iran,M. East & C. Asia,Asia
1503,IRN,Iran (Islamic Republic of),2016,1,Veterinary Services,General,108,Iran,M. East & C. Asia,Asia
1504,IRN,Iran (Islamic Republic of),2016,3,Monitoring System for AMU (Human Health),Monitoring and Surveillance,108,Iran,M. East & C. Asia,Asia
1505,IRN,Iran (Islamic Republic of),2016,1,Monitoring System for AMU (Animals and Crop),Monitoring and Surveillance,108,Iran,M. East & C. Asia,Asia
1506,IRN,Iran (Islamic Republic of),2016,2,AMR Surveillance System (Humans),Monitoring and Surveillance,108,Iran,M. East & C. Asia,Asia
1507,IRN,Iran (Islamic Republic of),2016,1,AMR Surveillance System (Animals and Foods),Monitoring and Surveillance,108,Iran,M. East & C. Asia,Asia
1508,IRN,Iran (Islamic Republic of),2016,3,IPC,Prevention,108,Iran,M. East & C. Asia,Asia
1514,IRN,Iran (Islamic Republic of),2016,0,AMS and Regulation (Human),Regulation,108,Iran,M. East & C. Asia,Asia
1515,IRN,Iran (Islamic Republic of),2016,2,AMS and Regulation (Ani&Crop),Regulation,108,Iran,M. East & C. Asia,Asia
1516,IRN,Iran (Islamic Republic of),2016,3,Contamination Prevention,Regulation,108,Iran,M. East & C. Asia,Asia
1534,IRQ,Iraq,2016,0,One Health Arrangements,General,109,Iraq,M. East & C. Asia,Asia
1535,IRQ,Iraq,2016,1,NAP progress,General,109,Iraq,M. East & C. Asia,Asia
1536,IRQ,Iraq,2016,0,NAP published,General,109,Iraq,M. East & C. Asia,Asia
1542,ISL,Iceland,2016,3,Contamination Prevention,Regulation,105,Iceland,Western Europe,Europe
1543,ISL,Iceland,2016,3,AMR Surveillance System (Animals and Foods),Monitoring and Surveillance,105,Iceland,Western Europe,Europe
1544,ISL,Iceland,2016,3,One Health Arrangements,General,105,Iceland,Western Europe,Europe
1545,ISL,Iceland,2016,1,NAP progress,General,105,Iceland,Western Europe,Europe
1546,ISL,Iceland,2016,0,NAP published,General,105,Iceland,Western Europe,Europe
1547,ISL,Iceland,2016,1,AMR Awareness (Human Health),Awareness and Education,105,Iceland,Western Europe,Europe
1548,ISL,Iceland,2016,1,AMR Awareness (Animal Health and Food Prod),Awareness and Education,105,Iceland,Western Europe,Europe
